,L,gs_time,sf_time
0,8,0.030742406845092773,0.3137195110321045
1,12,0.0010442733764648438,0.6329247951507568
2,16,0.0018906593322753906,1.7701618671417236
3,20,0.022891998291015625,17.13245415687561
4,24,0.5332105159759521,437.79194688796997
